mergeid,time,co002e,co003e,country,educ_year,ep005_,ep106_1,gender,hhsize,int_year,partnerinhh,yrbirth
DE-666361-01,2013,300.0,50.0,Germany,,Retired,,Female,2,2013,Yes,1947.0
DE-666361-01,2015,,,Germany,,Retired,,Female,2,2015,Yes,1947.0
DE-666361-01,2017,,,Germany,,Retired,,Female,2,2017,Yes,1947.0
DE-666363-01,2004,400.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,3,2004,Yes,1950
DE-667894-01,2004,500.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,3,2004,Yes,1952
DE-667894-01,2011,400.0,0.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1952.0
DE-667894-01,2013,500.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1952.0
DE-667894-01,2015,300.0,0.0,Germany,,Retired,,Female,2,2015,Yes,1952.0
DE-667894-01,2017,400.0,200.0,Germany,,Retired,,Female,2,2017,Yes,1952.0
DE-670623-01,2004,400.0,30.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1951
DE-670623-01,2006,500.0,30.0,Germany,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1951.0
DE-671288-01,2004,400.0,80.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,No,1952
DE-671288-01,2006,400.0,100.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,No,1952.0
DE-671288-01,2011,600.0,100.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,No,1952.0
DE-671288-01,2013,,0.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2013,No,1952.0
DE-671288-01,2015,,0.0,Germany,,Retired,,Male,1,2015,No,1952.0
DE-671288-01,2017,,0.0,Germany,,Retired,,Male,1,2017,No,1952.0
DE-671366-01,2004,600.0,50.0,Germany,17.0,Employed or self-employed (including working for family business),63.0,Male,2,2004,Yes,1951
DE-671471-01,2004,300.0,50.0,Germany,18.0,Employed or self-employed (including working for family business),60.0,Male,3,2004,Yes,1945
DE-671471-01,2006,500.0,200.0,Germany,,Retired,,Male,3,2006.0,Yes,1945.0
DE-673261-01,2004,500.0,200.0,Germany,17.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1950
DE-673889-01,2004,650.0,200.0,Germany,16.5,Employed or self-employed (including working for family business),60.0,Female,4,2004,Yes,1952
DE-675056-01,2004,180.0,550.0,Germany,13.0,Employed or self-employed (including working for family business),Don't know,Male,1,2004,No,1949
DE-675056-01,2006,200.0,600.0,Germany,,Employed or self-employed (including working for family business),,Male,1,2007.0,No,1949.0
DE-680565-01,2004,500.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,4,2004,Yes,1952
DE-680565-01,2006,400.0,50.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2006.0,Yes,1952.0
DE-683599-01,2004,360.0,200.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,2,2004,Yes,1945
DE-683599-01,2006,450.0,150.0,Germany,,Permanently sick or disabled,,Male,3,2006.0,Yes,1945.0
DE-689071-01,2004,350.0,50.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Female,3,2004,No,1949
DE-689071-01,2006,500.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2007.0,No,1949.0
DE-693068-01,2004,600.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1953
DE-693068-01,2006,400.0,0.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1953.0
DE-693068-01,2011,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1953.0
DE-693068-01,2013,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1953.0
DE-693068-01,2015,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2015,Yes,1953.0
DE-693068-01,2017,,,Germany,,Retired,,Male,2,2017,Yes,1953.0
DE-694036-01,2004,600.0,50.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1939
DE-694036-01,2006,300.0,50.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2006.0,Yes,1939.0
DE-694036-01,2011,400.0,100.0,Germany,,Retired,,Male,2,2011.0,Yes,1939.0
DE-698325-01,2004,1200.0,500.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,5,2004,Yes,1952
DE-698325-01,2011,,,Germany,,Employed or self-employed (including working for family business),,Male,3,2011.0,Yes,1952.0
DE-698978-01,2004,400.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,4,2004,Yes,1953
DE-700289-01,2004,200.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1949
DE-701158-01,2004,320.0,250.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1953
DE-703680-01,2004,500.0,30.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1950
DE-703680-01,2006,,,Germany,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1950.0
DE-706421-01,2004,400.0,50.0,Germany,10.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,No,1953
DE-706421-01,2011,300.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2011.0,No,1953.0
DE-706421-01,2013,400.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2013,No,1953.0
DE-706421-01,2015,200.0,50.0,Germany,,Unemployed,,Female,1,2015,No,1953.0
DE-706421-01,2017,250.0,40.0,Germany,,Retired,,Female,1,2017,No,1953.0
DE-711397-01,2004,400.0,150.0,Germany,17.0,Employed or self-employed (including working for family business),60.0,Male,5,2004,Yes,1948
DE-718272-01,2004,350.0,150.0,Germany,17.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1954
DE-719188-01,2004,600.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,4,2004,Yes,1953
DE-721514-02,2004,400.0,130.0,Germany,16.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1944
DE-721514-02,2006,600.0,70.0,Germany,,Employed or self-employed (including working for family business),,Female,3,2007.0,Yes,1944.0
DE-721514-02,2011,400.0,200.0,Germany,,Retired,,Female,3,2011.0,Yes,1944.0
DE-723018-02,2004,600.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1953
DE-724932-01,2004,200.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1954
DE-726543-01,2004,400.0,60.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,2,2004,Yes,1944
DE-726543-01,2006,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1944.0
DE-726543-01,2011,,,Germany,,Retired,,Male,2,2011.0,Yes,1944.0
DE-726543-01,2013,300.0,50.0,Germany,,Retired,,Male,2,2013,Yes,1944.0
DE-726543-01,2015,300.0,45.0,Germany,,Retired,,Male,2,2015,Yes,1944.0
DE-726543-01,2017,410.0,50.0,Germany,,Retired,,Male,2,2017,Yes,1944.0
DE-729509-02,2004,600.0,70.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,4,2004,Yes,1959
DE-729509-02,2011,,,Germany,,Employed or self-employed (including working for family business),,Female,4,2011.0,Yes,1959.0
DE-733030-01,2004,600.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1949
DE-733030-01,2006,,,Germany,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1949.0
DE-735215-01,2004,650.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1950
DE-735215-01,2011,400.0,70.0,Germany,,Retired,,Female,2,2011.0,Yes,1950.0
DE-735215-01,2013,350.0,20.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1950.0
DE-735215-01,2015,400.0,0.0,Germany,,Retired,,Female,2,2015,Yes,1950.0
DE-735215-01,2017,200.0,0.0,Germany,,Retired,,Female,1,2017,No,1950.0
DE-735912-01,2004,400.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1951
DE-735912-01,2006,,,Germany,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1951.0
DE-736001-02,2004,300.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,4,2004,Yes,1953
DE-737554-01,2004,700.0,50.0,Germany,16.5,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1949
DE-738854-01,2004,300.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,3,2004,Yes,1950
DE-738854-01,2006,,,Germany,,Employed or self-employed (including working for family business),,Male,3,2006.0,Yes,1950.0
DE-738854-01,2011,,,Germany,,Employed or self-employed (including working for family business),,Male,3,2011.0,Yes,1950.0
DE-738854-01,2013,,,Germany,,Permanently sick or disabled,,Male,3,2013,Yes,1950.0
DE-738854-01,2015,,,Germany,,Retired,,Male,3,2015,Yes,1950.0
DE-738854-01,2017,,,Germany,,Retired,,Male,2,2017,Yes,1950.0
DE-743182-01,2004,300.0,20.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1943
DE-744188-01,2004,350.0,250.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1948
DE-744949-01,2004,1000.0,120.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1944
DE-746091-01,2004,800.0,200.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,4,2004,Yes,1952
DE-746091-01,2006,700.0,120.0,Germany,,Employed or self-employed (including working for family business),,Female,4,2007.0,Yes,1952.0
DE-746091-01,2011,,,Germany,,Employed or self-employed (including working for family business),,Female,3,2011.0,Yes,1952.0
DE-746091-01,2013,750.0,50.0,Germany,,Homemaker,,Female,3,2013,Yes,1952.0
DE-746091-01,2015,,,Germany,,Homemaker,,Female,3,2015,Yes,1952.0
DE-746091-01,2017,,,Germany,,Homemaker,,Female,3,2017,Yes,1952.0
DE-750980-01,2004,50.0,100.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1944
DE-750980-01,2006,400.0,50.0,Germany,,Retired,,Male,1,2007.0,No,1944.0
DE-750980-01,2011,800.0,400.0,Germany,,Retired,,Male,1,2012.0,No,1944.0
DE-750980-01,2013,500.0,100.0,Germany,,Retired,,Male,2,2013,Yes,1944.0
DE-750980-01,2015,600.0,200.0,Germany,,Retired,,Male,2,2015,Yes,1944.0
DE-750980-01,2017,500.0,200.0,Germany,,Retired,,Male,2,2017,Yes,1944.0
DE-753718-01,2004,300.0,30.0,Germany,17.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1945
DE-753718-01,2006,250.0,0.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2007.0,No,1945.0
DE-757512-01,2004,500.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,2,2004,Yes,1942
DE-757512-01,2006,550.0,250.0,Germany,,Retired,,Male,2,2007.0,Yes,1942.0
DE-757512-01,2013,300.0,10.0,Germany,,Retired,,Male,2,2013,Yes,1942.0
DE-757512-01,2015,300.0,70.0,Germany,,Retired,,Male,2,2015,Yes,1942.0
DE-757731-01,2004,400.0,65.0,Germany,16.5,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1951
DE-758216-01,2004,600.0,250.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,4,2004,Yes,1951
DE-758216-01,2006,400.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1951.0
DE-758216-01,2011,250.0,150.0,Germany,,Employed or self-employed (including working for family business),,Female,3,2011.0,Yes,1951.0
DE-758216-01,2013,200.0,200.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1951.0
DE-758216-01,2017,250.0,150.0,Germany,,Retired,,Female,2,2017,Yes,1951.0
DE-759152-01,2004,500.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1953
DE-759152-01,2006,350.0,50.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1953.0
DE-763429-01,2004,500.0,500.0,Germany,16.0,Employed or self-employed (including working for family business),60.0,Female,3,2004,Yes,1949
DE-763936-01,2004,300.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1952
DE-763936-01,2006,320.0,60.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1952.0
DE-763936-01,2011,,,Germany,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1952.0
DE-763936-01,2013,350.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1952.0
DE-763936-01,2015,,,Germany,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1952.0
DE-763936-01,2017,400.0,200.0,Germany,,Retired,,Female,2,2017,Yes,1952.0
DE-764887-01,2004,80.0,40.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,1,2004,No,1943
DE-764887-01,2006,100.0,50.0,Germany,,Retired,,Male,1,2007.0,No,1943.0
DE-765257-01,2004,500.0,100.0,Germany,16.5,Employed or self-employed (including working for family business),65.0,Female,4,2004,Yes,1952
DE-765257-01,2006,300.0,80.0,Germany,,Homemaker,,Female,2,2007.0,Yes,1952.0
DE-765257-01,2011,500.0,200.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1952.0
DE-765257-01,2013,,,Germany,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1952.0
DE-765257-01,2015,600.0,200.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1952.0
DE-765257-01,2017,700.0,300.0,Germany,,Retired,,Female,2,2017,Yes,1952.0
DE-765948-01,2004,250.0,70.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1949
DE-765948-01,2006,,,Germany,,Unemployed,,Male,2,2006.0,Yes,1949.0
DE-765948-01,2011,,,Germany,,Retired,,Male,2,2011.0,Yes,1949.0
DE-765948-01,2013,380.0,100.0,Germany,,Retired,,Male,2,2013,Yes,1949.0
DE-765948-01,2015,,,Germany,,Retired,,Male,2,2015,Yes,1949.0
DE-765948-01,2017,,,Germany,,Retired,,Male,2,2017,Yes,1949.0
DE-766092-01,2004,300.0,30.0,Germany,16.5,Employed or self-employed (including working for family business),63.0,Female,1,2004,No,1951
DE-766092-01,2011,200.0,0.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2011.0,No,1951.0
DE-766092-01,2013,250.0,10.0,Germany,,Unemployed,,Female,1,2013,No,1951.0
DE-766092-01,2015,300.0,5.0,Germany,,Retired,,Female,1,2015,No,1951.0
DE-766092-01,2017,200.0,10.0,Germany,,Retired,,Female,1,2017,No,1951.0
DE-768415-01,2004,400.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1945
DE-768415-01,2006,800.0,100.0,Germany,,Unemployed,,Male,2,2006.0,Yes,1945.0
DE-772247-01,2004,350.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1948
DE-772408-01,2004,200.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1949
DE-772408-01,2011,300.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2011.0,No,1949.0
DE-772408-01,2013,250.0,20.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2013,No,1949.0
DE-772408-01,2015,500.0,40.0,Germany,,Retired,,Female,1,2015,No,1949.0
DE-772408-01,2017,300.0,50.0,Germany,,Retired,,Female,1,2017,No,1949.0
DE-772770-01,2004,400.0,100.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1940
DE-772770-01,2006,500.0,150.0,Germany,,Retired,,Male,2,2006.0,Yes,1940.0
DE-772770-01,2011,100.0,100.0,Germany,,Retired,,Male,2,2011.0,Yes,1940.0
DE-773825-01,2004,300.0,120.0,Germany,16.5,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1950
DE-773825-01,2006,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1950.0
DE-773825-01,2011,350.0,100.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1950.0
